id;nombre;apellido;telefono;direccion;edad;SQL
139;Hannie;Whitcher;2618947252;Alpine;30;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (139, 'Hannie', 'Whitcher', '2618947252', 'Alpine', 30);"
140;Madelle;Lamputt;4556396382;Lake View;26;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (140, 'Madelle', 'Lamputt', '4556396382', 'Lake View', 26);"
141;Saidee;Graveson;8466460238;Rowland;37;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (141, 'Saidee', 'Graveson', '8466460238', 'Rowland', 37);"
142;Nicholas;Leathart;7252032309;Rowland;40;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (142, 'Nicholas', 'Leathart', '7252032309', 'Rowland', 40);"
143;Kippy;Goolding;8231019983;Westridge;56;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (143, 'Kippy', 'Goolding', '8231019983', 'Westridge', 56);"
144;Mar;Booi;9776937721;Oxford;20;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (144, 'Mar', 'Booi', '9776937721', 'Oxford', 20);"
145;Norman;Summers;1536163531;Nevada;35;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (145, 'Norman', 'Summers', '1536163531', 'Nevada', 35);"
146;Bobbee;Fruser;3706180750;David;40;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (146, 'Bobbee', 'Fruser', '3706180750', 'David', 40);"
147;Jillayne;Applegate;2515490225;Buhler;26;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (147, 'Jillayne', 'Applegate', '2515490225', 'Buhler', 26);"
148;Baryram;Ortes;4929224990;Truax;27;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (148, 'Baryram', 'Ortes', '4929224990', 'Truax', 27);"
149;Aldus;Brister;1323759719;Grim;59;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (149, 'Aldus', 'Brister', '1323759719', 'Grim', 59);"
150;Melitta;Windley;8411640816;Schlimgen;24;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (150, 'Melitta', 'Windley', '8411640816', 'Schlimgen', 24);"
151;Vinni;Gouldstraw;4868227612;Huxley;66;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (151, 'Vinni', 'Gouldstraw', '4868227612', 'Huxley', 66);"
152;Averil;Sizzey;5396215636;Daystar;22;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (152, 'Averil', 'Sizzey', '5396215636', 'Daystar', 22);"
153;Abdul;Otter;5267818142;Roxbury;35;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (153, 'Abdul', 'Otter', '5267818142', 'Roxbury', 35);"
154;Othella;Lutzmann;9058381624;Maple;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (154, 'Othella', 'Lutzmann', '9058381624', 'Maple', 31);"
155;Loretta;Kench;4294862255;Commercial;19;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (155, 'Loretta', 'Kench', '4294862255', 'Commercial', 19);"
156;Elliott;Richardon;2009481876;Carioca;28;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (156, 'Elliott', 'Richardon', '2009481876', 'Carioca', 28);"
157;Maybelle;Dytham;6104059083;Onsgard;51;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (157, 'Maybelle', 'Dytham', '6104059083', 'Onsgard', 51);"
158;Breanne;Felipe;3496720114;Sullivan;60;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (158, 'Breanne', 'Felipe', '3496720114', 'Sullivan', 60);"
159;Lacy;Leadbeatter;3578844164;La Follette;40;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (159, 'Lacy', 'Leadbeatter', '3578844164', 'La Follette', 40);"
160;Hamid;Frewer;3668554058;Beilfuss;18;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (160, 'Hamid', 'Frewer', '3668554058', 'Beilfuss', 18);"
161;Sandie;Roja;2934395297;Lukken;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (161, 'Sandie', 'Roja', '2934395297', 'Lukken', 31);"
162;Leanor;Franklin;7181449163;Alpine;44;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (162, 'Leanor', 'Franklin', '7181449163', 'Alpine', 44);"
163;Christy;Nerne;1752349669;Knutson;20;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (163, 'Christy', 'Nerne', '1752349669', 'Knutson', 20);"
164;Leonora;Compson;2513731040;Corscot;29;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (164, 'Leonora', 'Compson', '2513731040', 'Corscot', 29);"
165;Marya;Matthai;8771058337;8th;67;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (165, 'Marya', 'Matthai', '8771058337', '8th', 67);"
166;Dyanna;Strickler;5861209279;Texas;38;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (166, 'Dyanna', 'Strickler', '5861209279', 'Texas', 38);"
167;Murvyn;Timperley;6194923266;Hudson;40;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (167, 'Murvyn', 'Timperley', '6194923266', 'Hudson', 40);"
168;Jerald;Behrendsen;9817735028;Orin;35;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (168, 'Jerald', 'Behrendsen', '9817735028', 'Orin', 35);"
169;Darcie;Boosey;6599946449;Calypso;35;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (169, 'Darcie', 'Boosey', '6599946449', 'Calypso', 35);"
170;Eddi;Vize;9011033082;Pearson;59;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (170, 'Eddi', 'Vize', '9011033082', 'Pearson', 59);"
171;Jessie;Merner;3079743887;Summerview;50;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (171, 'Jessie', 'Merner', '3079743887', 'Summerview', 50);"
172;Tanner;Wakelam;4704993757;Sullivan;55;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (172, 'Tanner', 'Wakelam', '4704993757', 'Sullivan', 55);"
173;Gigi;Cogman;3176237187;Graedel;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (173, 'Gigi', 'Cogman', '3176237187', 'Graedel', 31);"
174;Emory;Ben-Aharon;1635182453;Duke;45;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (174, 'Emory', 'Ben-Aharon', '1635182453', 'Duke', 45);"
175;Wildon;Hobbing;1158438445;6th;65;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (175, 'Wildon', 'Hobbing', '1158438445', '6th', 65);"
176;Jacki;McMickan;4865119341;Main;61;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (176, 'Jacki', 'McMickan', '4865119341', 'Main', 61);"
177;Harp;Spiller;3249732892;Scott;44;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (177, 'Harp', 'Spiller', '3249732892', 'Scott', 44);"
178;Darcy;McElwee;2809259051;Armistice;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (178, 'Darcy', 'McElwee', '2809259051', 'Armistice', 33);"
179;Mireielle;Georgescu;8442842314;New Castle;70;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (179, 'Mireielle', 'Georgescu', '8442842314', 'New Castle', 70);"
180;Carlota;Stodit;7101363394;Fremont;48;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (180, 'Carlota', 'Stodit', '7101363394', 'Fremont', 48);"
181;Staffard;Duer;2295627724;Comanche;21;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (181, 'Staffard', 'Duer', '2295627724', 'Comanche', 21);"
182;Jodie;Aronow;5535955887;Buell;69;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (182, 'Jodie', 'Aronow', '5535955887', 'Buell', 69);"
183;Renato;Selwin;7143858753;Moulton;39;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (183, 'Renato', 'Selwin', '7143858753', 'Moulton', 39);"
184;Luce;Blitz;1002499095;Veith;23;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (184, 'Luce', 'Blitz', '1002499095', 'Veith', 23);"
185;Margalo;Bulfoot;6678868221;Kennedy;42;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (185, 'Margalo', 'Bulfoot', '6678868221', 'Kennedy', 42);"
186;Lanie;Cramb;6765443684;Sachtjen;41;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (186, 'Lanie', 'Cramb', '6765443684', 'Sachtjen', 41);"
187;Ulrikaumeko;Deeves;3472313544;Cody;45;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (187, 'Ulrikaumeko', 'Deeves', '3472313544', 'Cody', 45);"
188;Ruby;Masding;6428444344;Eliot;47;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (188, 'Ruby', 'Masding', '6428444344', 'Eliot', 47);"
189;Pierette;Huzzay;4219217849;Eagan;32;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (189, 'Pierette', 'Huzzay', '4219217849', 'Eagan', 32);"
190;Halie;Barhems;5861922415;Dovetail;64;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (190, 'Halie', 'Barhems', '5861922415', 'Dovetail', 64);"
191;Ellyn;Partlett;5628744747;Coleman;55;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (191, 'Ellyn', 'Partlett', '5628744747', 'Coleman', 55);"
192;Teresa;Whitbread;4994263362;Lakewood Gardens;43;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (192, 'Teresa', 'Whitbread', '4994263362', 'Lakewood Gardens', 43);"
193;Marlon;Sloyan;3812303422;Petterle;40;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (193, 'Marlon', 'Sloyan', '3812303422', 'Petterle', 40);"
194;Ira;Shoulders;5394381202;Lukken;34;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (194, 'Ira', 'Shoulders', '5394381202', 'Lukken', 34);"
195;Town;Langsbury;4148563673;Eliot;55;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (195, 'Town', 'Langsbury', '4148563673', 'Eliot', 55);"
196;Laurianne;Perrelli;7106822243;Jay;67;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (196, 'Laurianne', 'Perrelli', '7106822243', 'Jay', 67);"
197;Caterina;Whitlock;5937531341;Sommers;65;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (197, 'Caterina', 'Whitlock', '5937531341', 'Sommers', 65);"
198;Ashlin;Espinet;6263443049;Chinook;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (198, 'Ashlin', 'Espinet', '6263443049', 'Chinook', 33);"
199;Juieta;Trood;7105712610;Hudson;47;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (199, 'Juieta', 'Trood', '7105712610', 'Hudson', 47);"
200;Monika;Asals;7703213114;Lindbergh;26;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (200, 'Monika', 'Asals', '7703213114', 'Lindbergh', 26);"
201;Sherm;Blanch;2303950448;Loeprich;25;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (201, 'Sherm', 'Blanch', '2303950448', 'Loeprich', 25);"
202;Worthy;Hutchence;5872800643;Beilfuss;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (202, 'Worthy', 'Hutchence', '5872800643', 'Beilfuss', 33);"
203;Kristos;Hunte;7964452617;Spenser;19;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (203, 'Kristos', 'Hunte', '7964452617', 'Spenser', 19);"
204;Kristien;Pawlaczyk;3156553881;Shelley;68;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (204, 'Kristien', 'Pawlaczyk', '3156553881', 'Shelley', 68);"
205;Breena;Englefield;4482482934;Buell;33;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (205, 'Breena', 'Englefield', '4482482934', 'Buell', 33);"
206;Myer;Wybron;5235962571;Manley;23;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (206, 'Myer', 'Wybron', '5235962571', 'Manley', 23);"
207;Davis;McComb;7759187745;Sachtjen;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (207, 'Davis', 'McComb', '7759187745', 'Sachtjen', 31);"
208;Corabel;Pratty;8303071881;Fallview;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (208, 'Corabel', 'Pratty', '8303071881', 'Fallview', 31);"
209;Alexis;Churchlow;8643413129;Holmberg;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (209, 'Alexis', 'Churchlow', '8643413129', 'Holmberg', 31);"
210;Bryn;Coan;2446904635;Rowland;39;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (210, 'Bryn', 'Coan', '2446904635', 'Rowland', 39);"
211;Orly;Larrad;9124204569;Troy;32;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (211, 'Orly', 'Larrad', '9124204569', 'Troy', 32);"
212;Bryana;Leys;2937280948;Sherman;18;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (212, 'Bryana', 'Leys', '2937280948', 'Sherman', 18);"
213;Zarah;Dupoy;6949946633;Thompson;37;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (213, 'Zarah', 'Dupoy', '6949946633', 'Thompson', 37);"
214;Timoteo;Quade;5021741378;Maryland;45;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (214, 'Timoteo', 'Quade', '5021741378', 'Maryland', 45);"
215;Raynard;McSparran;4768537870;Holy Cross;56;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (215, 'Raynard', 'McSparran', '4768537870', 'Holy Cross', 56);"
216;Honor;Vize;8218879352;Oak Valley;47;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (216, 'Honor', 'Vize', '8218879352', 'Oak Valley', 47);"
217;Randell;Myall;1544393720;Shasta;69;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (217, 'Randell', 'Myall', '1544393720', 'Shasta', 69);"
218;Vicky;Dolling;5002015147;3rd;18;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (218, 'Vicky', 'Dolling', '5002015147', '3rd', 18);"
219;Darwin;Beatson;7777368012;Holy Cross;65;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (219, 'Darwin', 'Beatson', '7777368012', 'Holy Cross', 65);"
220;Des;Iston;2269151991;Manley;51;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (220, 'Des', 'Iston', '2269151991', 'Manley', 51);"
221;Lizbeth;Dummer;2751602096;Hoepker;30;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (221, 'Lizbeth', 'Dummer', '2751602096', 'Hoepker', 30);"
222;Laughton;Oulner;1044750951;Ramsey;47;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (222, 'Laughton', 'Oulner', '1044750951', 'Ramsey', 47);"
223;Erwin;Castelletto;9102295047;Oneill;19;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (223, 'Erwin', 'Castelletto', '9102295047', 'Oneill', 19);"
224;Dione;Beert;2819934714;Oak;52;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (224, 'Dione', 'Beert', '2819934714', 'Oak', 52);"
225;Melisande;Redholes;8701232652;Mitchell;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (225, 'Melisande', 'Redholes', '8701232652', 'Mitchell', 31);"
226;Ignacius;Swinford;5252508969;Straubel;48;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (226, 'Ignacius', 'Swinford', '5252508969', 'Straubel', 48);"
227;Klarika;Cadle;1309963684;Ronald Regan;29;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (227, 'Klarika', 'Cadle', '1309963684', 'Ronald Regan', 29);"
228;Austina;Sloane;5096450496;Lien;32;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (228, 'Austina', 'Sloane', '5096450496', 'Lien', 32);"
229;Ciro;Dyte;9752188327;Grayhawk;41;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (229, 'Ciro', 'Dyte', '9752188327', 'Grayhawk', 41);"
230;Tobe;Huntingdon;5723319975;Onsgard;28;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (230, 'Tobe', 'Huntingdon', '5723319975', 'Onsgard', 28);"
231;Kai;Hebdon;1754470335;Surrey;27;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (231, 'Kai', 'Hebdon', '1754470335', 'Surrey', 27);"
232;Roseanne;Hinchon;3697719627;Lakeland;29;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (232, 'Roseanne', 'Hinchon', '3697719627', 'Lakeland', 29);"
233;Whit;MacEveley;3059651803;Hudson;51;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (233, 'Whit', 'MacEveley', '3059651803', 'Hudson', 51);"
234;Corrine;Luff;7895497430;Schmedeman;40;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (234, 'Corrine', 'Luff', '7895497430', 'Schmedeman', 40);"
235;Aldridge;Meeus;6969977511;Red Cloud;58;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (235, 'Aldridge', 'Meeus', '6969977511', 'Red Cloud', 58);"
236;Ulick;Solan;9679604961;Anhalt;67;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (236, 'Ulick', 'Solan', '9679604961', 'Anhalt', 67);"
237;Fawnia;Hallihan;3281783806;Bashford;27;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (237, 'Fawnia', 'Hallihan', '3281783806', 'Bashford', 27);"
238;Mina;Dumphrey;2475673406;Clove;22;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (238, 'Mina', 'Dumphrey', '2475673406', 'Clove', 22);"
239;Philis;Hanshawe;8351165605;Loomis;29;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (239, 'Philis', 'Hanshawe', '8351165605', 'Loomis', 29);"
240;Daisey;Middell;8965955721;Jenna;31;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (240, 'Daisey', 'Middell', '8965955721', 'Jenna', 31);"
241;Clarisse;Gudge;6529192126;Debs;25;"INSERT INTO compras_repartidor (id, nombre, apellido, telefono, direccion, edad) VALUES (241, 'Clarisse', 'Gudge', '6529192126', 'Debs', 25);"
